noun,relative,dist
裁可,0.0,0.0
払い下げ,0.0,0.6047619047619047
大規模,0.0,0.0
概表,0.0,0.2
傭船,0.0,0.0
暴騰,0.0,0.0
西回り,0.0,0.0
振興,0.0,0.25
仕込,0.0,0.55
荷主,0.0,0.16666666666666666
西岡,0.0,0.0
影響力,0.0,0.0
出資者,0.0,0.0
三井,0.0,0.21944444444444441
為替,0.0,0.045454545454545456
年次,0.0,0.0
出資,0.0,0.3333333333333333
両替,0.0,0.0
沖之,0.0,0.0
増設,0.0,0.225
無理,0.0,0.1
金沢,0.0,0.5
雑貨,0.0,0.5375258799171843
相対,0.0,0.18633540372670807
価額,0.0,0.0
玄米,0.0,0.0
米価,0.0,0.75
白米,0.0,0.0
下落,0.0,0.0
利息,0.0,0.0
出願者,0.0,0.3666666666666667
金子,0.0,0.0
汽船,0.0,1.790909090909091
質屋,0.0,0.3333333333333333
抵当,0.0,0.05263157894736842
貸借,0.0,0.75
短期,0.0,0.0
信用,0.0,0.3333333333333333
金利,0.0,0.0
荷為替,0.0,0.045454545454545456
手数料,0.0,0.3333333333333333
利子,0.0,0.0
湯川村,0.0,0.0
本多,0.0,0.05263157894736842
特許,0.0,0.2
総て,0.0,0.0
正教会,0.0,0.0
主筆,0.0,0.0
衛生,0.0,0.675
研修,0.0,0.0
患者,0.0,0.14285714285714285
世話役,0.0,0.5
子弟,0.0,0.0
診察,0.0,0.0
玄関,0.0,0.0
施療,0.0,0.0
当事者,0.0,0.0
医学所,0.0,0.0
面目,0.0,0.0
洋春,0.0,0.0
無料,0.0,0.0
カトリック,0.0,0.0
全書,0.0,0.0
痘苗,0.0,0.0
各々,0.0,0.3333333333333333
対日,0.0,0.0
坂道,0.0,0.75
身元,0.0,0.0
救済,0.0,0.1111111111111111
街路,0.0,0.5
ありさま,0.0,0.041666666666666664
種痘,0.0,0.0
損害,0.0,0.0
大谷,0.0,0.0
歌舞伎,0.0,0.0
反応,0.0,0.14285714285714285
恐れ,0.0,0.0
伝染病,0.0,0.0
総体,0.0,0.25
免状,0.0,0.0
滝野,0.0,0.0
高野,0.0,0.0
氏名,0.0,0.25
祈祷,0.0,0.0
五八郎,0.0,0.0
